id,inventaris_id,polygon,lat,lng,,,
171,855,"{""type"":""Polygon"",""coordinates"":[[[112.195175728,-8.065410589,0],[112.195243573,-8.065444368,0],[112.195300296,-8.065435197,0],[112.195393304,-8.065402328,0],[112.195479774,-8.065408251,0],[112.195427125,-8.06559747,0],[112.195329986,-8.065573358,0],[112.195233267,-8.065558049,0],[112.195171731,-8.065551499,0],[112.195106771,-8.065547222,0],[112.195016018,-8.065554297,0],[112.19497395,-8.065603087,0],[112.19486626,-8.065640629,0],[112.194772762,-8.065654351,0],[112.194697832,-8.065652404,0],[112.194641711,-8.06562371,0],[112.194536521,-8.065608843,0],[112.194457605,-8.065620244,0],[112.194380747,-8.065675672,0],[112.194343141,-8.065768255,0],[112.194309815,-8.065825539,0],[112.194222084,-8.065881636,0],[112.194100575,-8.065907127,0],[112.193982574,-8.06592971,0],[112.193956004,-8.065897062,0],[112.194037512,-8.065833988,0],[112.194139825,-8.065769651,0],[112.194205966,-8.065738778,0],[112.194225698,-8.065697053,0],[112.194252134,-8.065644321,0],[112.194315873,-8.065595749,0],[112.194377534,-8.06555357,0],[112.194443969,-8.065517825,0],[112.194506285,-8.065493148,0],[112.194633906,-8.065458566,0],[112.194712395,-8.065433811,0],[112.194784354,-8.065417823,0],[112.194950397,-8.065380216,0],[112.195039394,-8.0653669,0],[112.195109274,-8.065374838,0],[112.195175728,-8.065410589,0]]]}",-8.065576053,112.1947551,,,39
172,856,"{""type"":""Polygon"",""coordinates"":[[[112.19092784,-8.074884354,0],[112.190572675,-8.075625522,0],[112.190131058,-8.075534065,0],[112.190497223,-8.074760597,0],[112.19092784,-8.074884354,0]]]}",-8.075200196,112.190531,,,40
173,857,"{""type"":""Polygon"",""coordinates"":[[[112.190480397,-8.074757145,0],[112.190114713,-8.075528274,0],[112.189608321,-8.075421374,0],[112.189858162,-8.074617143,0],[112.190480397,-8.074757145,0]]]}",-8.075067091,112.1900204,,,41
174,858,"{""type"":""Polygon"",""coordinates"":[[[112.171025885,-8.091246719,0],[112.170952048,-8.091563409,0],[112.170510377,-8.091413254,0],[112.170549418,-8.091070038,0],[112.171025885,-8.091246719,0]]]}",-8.091320584,112.1707583,,,42
175,859,"{""type"":""Polygon"",""coordinates"":[[[112.187882979,-8.073888368,0],[112.187580169,-8.075132981,0],[112.187438873,-8.075055177,0],[112.187260848,-8.074958317,0],[112.187090818,-8.074837465,0],[112.186880755,-8.074690338,0],[112.187166959,-8.073677063,0],[112.187882979,-8.073888368,0]]]}",-8.074363406,112.187386,,,43
176,860,"{""type"":""Polygon"",""coordinates"":[[[112.191289616,-8.075486411,0],[112.191140919,-8.075766901,0],[112.191059569,-8.075727031,0],[112.190922659,-8.07571065,0],[112.190862332,-8.075664354,0],[112.190625965,-8.075624389,0],[112.190975446,-8.074902581,0],[112.191063086,-8.074885785,0],[112.191684372,-8.075053856,0],[112.191660852,-8.075126473,0],[112.191533601,-8.075257995,0],[112.191435713,-8.07536273,0],[112.191289616,-8.075486411,0]]]}",-8.075300248,112.1911234,,,44
177,861,"{""type"":""Polygon"",""coordinates"":[[[112.185343804,-8.078480251,0],[112.185339734,-8.078524265,0],[112.185259236,-8.078498941,0],[112.18495047,-8.078401806,0],[112.184771897,-8.078345628,0],[112.184833328,-8.078287635,0],[112.184889561,-8.078234551,0],[112.184958898,-8.078095429,0],[112.185040458,-8.077900147,0],[112.185148065,-8.077816677,0],[112.185146435,-8.077729453,0],[112.185154813,-8.077622083,0],[112.185188171,-8.07757452,0],[112.185304612,-8.077537646,0],[112.185341317,-8.077444927,0],[112.185378505,-8.07729394,0],[112.185473354,-8.077114969,0],[112.185401747,-8.07705256,0],[112.185406898,-8.076951668,0],[112.185388277,-8.076848749,0],[112.185408476,-8.076739817,0],[112.185458323,-8.076654221,0],[112.185480265,-8.076529655,0],[112.185475381,-8.076434883,0],[112.185544471,-8.076226235,0],[112.185966909,-8.07636665,0],[112.185956556,-8.076468922,0],[112.185849429,-8.07667731,0],[112.185860835,-8.076989574,0],[112.185930418,-8.077082663,0],[112.185928527,-8.077160393,0],[112.185847091,-8.077375761,0],[112.185656833,-8.077741946,0],[112.185355393,-8.078045956,0],[112.185369666,-8.078200608,0],[112.185343804,-8.078480251,0]]]}",-8.07738259,112.1854817,,,45
178,862,"{""type"":""Polygon"",""coordinates"":[[[112.183760388,-8.073596263,0],[112.183688734,-8.073725362,0],[112.183523481,-8.073553449,0],[112.183438538,-8.073404067,0],[112.183320185,-8.073219232,0],[112.18324509,-8.072957065,0],[112.183246639,-8.072754978,0],[112.183286695,-8.072677241,0],[112.183464827,-8.072627986,0],[112.184001278,-8.072755553,0],[112.183923745,-8.072943677,0],[112.1837856,-8.073474191,0],[112.183760388,-8.073596263,0]]]}",-8.073072848,112.1835962,,,46
179,863,"{""type"":""Polygon"",""coordinates"":[[[112.169566501,-8.092167142,0],[112.169502907,-8.092179249,0],[112.169245528,-8.092137417,0],[112.16934444,-8.091450942,0],[112.169834691,-8.091582386,0],[112.169617935,-8.0921431,0],[112.169566501,-8.092167142,0]]]}",-8.091819168,112.1695079,,,48
180,868,"{""type"":""Polygon"",""coordinates"":[[[112.152001392,-8.118099711,0],[112.152442431,-8.11823688,0],[112.152319615,-8.118838622,0],[112.151840272,-8.118706336,0],[112.152001392,-8.118099711,0]]]}",-8.118473911,112.1521491,,,3
181,869,"{""type"":""Polygon"",""coordinates"":[[[112.150797168,-8.118741389,0],[112.150764456,-8.118765924,0],[112.149597701,-8.118613264,0],[112.149663126,-8.118485139,0],[112.149695839,-8.118438796,0],[112.150840785,-8.118580551,0],[112.150797168,-8.118741389,0]]]}",-8.118601153,112.1502325,,,2
182,870,"{""type"":""Polygon"",""coordinates"":[[[112.151821094,-8.118703012,0],[112.151765285,-8.118912938,0],[112.150869766,-8.118796389,0],[112.150913053,-8.118573293,0],[112.151818371,-8.118702622,0],[112.151821094,-8.118703012,0]]]}",-8.11874558,112.1513385,,,4
183,871,"{""type"":""Polygon"",""coordinates"":[[[112.142722448,-8.109902628,0],[112.142642864,-8.110122134,0],[112.141309334,-8.109793873,0],[112.141380715,-8.109582588,0],[112.142722448,-8.109902628,0]]]}",-8.10985142,112.1420187,,,3
184,875,"{""type"":""Polygon"",""coordinates"":[[[112.189449165,-8.082041838,0],[112.189386871,-8.08207183,0],[112.189211841,-8.082008155,0],[112.189391914,-8.081312432,0],[112.189546746,-8.081343825,0],[112.189561036,-8.081446047,0],[112.189550418,-8.081578243,0],[112.189516649,-8.081696349,0],[112.189497119,-8.081805636,0],[112.189506041,-8.081849695,0],[112.189500719,-8.081890236,0],[112.189498962,-8.081939588,0],[112.189495416,-8.081969552,0],[112.189484752,-8.08200657,0],[112.189449165,-8.082041838,0]]]}",-8.081710701,112.189406,,,18
185,876,"{""type"":""Polygon"",""coordinates"":[[[112.189635577,-8.080245473,0],[112.189621915,-8.080406119,0],[112.189050077,-8.080286772,0],[112.189054545,-8.080247888,0],[112.189117625,-8.080079722,0],[112.189107428,-8.079935419,0],[112.189113094,-8.079894095,0],[112.189690195,-8.080065604,0],[112.189635577,-8.080245473,0]]]}",-8.0801616,112.189365,,,20
186,877,"{""type"":""Polygon"",""coordinates"":[[[112.189342454,-8.080921998,0],[112.189252371,-8.081278186,0],[112.188983723,-8.081217639,0],[112.188945016,-8.081164684,0],[112.18889767,-8.081136728,0],[112.188897656,-8.081138991,0],[112.188845102,-8.081134161,0],[112.188815356,-8.081138516,0],[112.188787949,-8.081133831,0],[112.188779031,-8.0810953,0],[112.188733535,-8.081056558,0],[112.18881512,-8.080789936,0],[112.189342454,-8.080921998,0]]]}",-8.081027913,112.1890423,,,22
187,880,"{""type"":""Polygon"",""coordinates"":[[[112.192800605,-8.095981898,0],[112.192800564,-8.095981998,0],[112.19272754,-8.095967929,0],[112.191155493,-8.095665064,0],[112.191340286,-8.095149464,0],[112.191422352,-8.095165392,0],[112.193007759,-8.095473104,0],[112.19300694,-8.095475118,0],[112.192800605,-8.095981898,0]]]}",-8.095566693,112.1920757,,,39
188,881,"{""type"":""Polygon"",""coordinates"":[[[112.190599187,-8.081638359,0],[112.190386582,-8.082210466,0],[112.189703243,-8.082101172,0],[112.189758478,-8.082004895,0],[112.189749652,-8.081960915,0],[112.189741015,-8.081904409,0],[112.189735493,-8.081851081,0],[112.18972341,-8.081813317,0],[112.18973054,-8.081760176,0],[112.189768636,-8.081751344,0],[112.189756694,-8.081704186,0],[112.1897919,-8.081652341,0],[112.189801803,-8.081578699,0],[112.189814566,-8.081482474,0],[112.190599187,-8.081638359,0]]]}",-8.081848901,112.1901259,,,33
189,884,"{""type"":""Polygon"",""coordinates"":[[[112.192782597,-8.096656319,0],[112.19288337,-8.097701149,0],[112.19236895,-8.097548893,0],[112.192481133,-8.097190852,0],[112.192522796,-8.097057881,0],[112.192629,-8.096718923,0],[112.192631321,-8.096711516,0],[112.192968823,-8.095634353,0],[112.193085492,-8.095440087,0],[112.193159114,-8.095495978,0],[112.192782597,-8.096656319,0]]]}",-8.096842055,112.1927452,,,5
190,886,"{""type"":""Polygon"",""coordinates"":[[[112.192481133,-8.097190852,0],[112.192459493,-8.097245453,0],[112.191539374,-8.097110307,0],[112.191568519,-8.096982976,0],[112.190750844,-8.096848579,0],[112.190798844,-8.096678045,0],[112.192545618,-8.096978385,0],[112.192522796,-8.097057881,0],[112.192493793,-8.09715891,0],[112.192481133,-8.097190852,0]]]}",-8.096966015,112.1917398,,,40
191,887,"{""type"":""Polygon"",""coordinates"":[[[112.192628805,-8.096719173,0],[112.192547764,-8.096976935,0],[112.190799391,-8.096677826,0],[112.190879417,-8.096411047,0],[112.190879711,-8.096411099,0],[112.192260687,-8.096654335,0],[112.192628805,-8.096719173,0]]]}",-8.096695391,112.1917092,,,41
192,888,"{""type"":""Polygon"",""coordinates"":[[[112.192631321,-8.096711516,0],[112.192629558,-8.096719021,0],[112.192629,-8.096718923,0],[112.192260687,-8.096654335,0],[112.190879327,-8.096412097,0],[112.190879711,-8.096411099,0],[112.191112594,-8.095805702,0],[112.192116225,-8.096004896,0],[112.192766926,-8.096134043,0],[112.19276689,-8.096134195,0],[112.192631321,-8.096711516,0]]]}",-8.096268524,112.1918375,,,38
193,889,"{""type"":""Polygon"",""coordinates"":[[[112.190361604,-8.080675299,0],[112.190176505,-8.081554118,0],[112.189804837,-8.081480339,0],[112.18988316,-8.080502324,0],[112.190236694,-8.080606565,0],[112.190249626,-8.080639258,0],[112.190361604,-8.080675299,0]]]}",-8.08102674,112.1900576,,,42
194,890,"{""type"":""Polygon"",""coordinates"":[[[112.192470365,-8.081719187,0],[112.192424809,-8.081860201,0],[112.191715531,-8.081796689,0],[112.191723595,-8.081578166,0],[112.191737961,-8.081438682,0],[112.191867329,-8.081184409,0],[112.192059775,-8.081139843,0],[112.192336972,-8.0812115,0],[112.192326973,-8.081464219,0],[112.192265687,-8.081538002,0],[112.192470365,-8.081719187,0]]]}",-8.081525434,112.1920636,,,36
195,891,"{""type"":""Polygon"",""coordinates"":[[[112.196720362,-8.095876593,0],[112.196252894,-8.096337405,0],[112.196084989,-8.096245825,0],[112.196277908,-8.095736304,0],[112.196691953,-8.095783713,0],[112.196720362,-8.095876593,0]]]}",-8.095997721,112.196377,,,9
196,892,"{""type"":""Polygon"",""coordinates"":[[[112.190392203,-8.082336271,0],[112.190304748,-8.082582576,0],[112.190200559,-8.08258017,0],[112.19013716,-8.082573453,0],[112.19010029,-8.082562804,0],[112.190046502,-8.082574802,0],[112.189989577,-8.082543628,0],[112.189909521,-8.08257026,0],[112.18987594,-8.082540997,0],[112.189827322,-8.082560286,0],[112.189785493,-8.082602065,0],[112.189713842,-8.082581129,0],[112.189629395,-8.082591822,0],[112.189521871,-8.082682964,0],[112.189465845,-8.082713991,0],[112.189464668,-8.082443505,0],[112.189569593,-8.082362291,0],[112.189598626,-8.082325135,0],[112.18960604,-8.082253206,0],[112.18965136,-8.082184971,0],[112.18970008,-8.082101125,0],[112.190384154,-8.082211251,0],[112.190392203,-8.082336271,0]]]}",-8.082379879,112.1899247,,,34
197,893,"{""type"":""Polygon"",""coordinates"":[[[112.191503878,-8.09436238,0],[112.191459738,-8.094493869,0],[112.189654223,-8.093863123,0],[112.189628214,-8.093714897,0],[112.191503878,-8.09436238,0]]]}",-8.094110965,112.1905697,,,31
198,894,"{""type"":""Polygon"",""coordinates"":[[[112.193087984,-8.095345859,0],[112.193008064,-8.095475337,0],[112.19300694,-8.095475118,0],[112.191422352,-8.095165392,0],[112.19134169,-8.095149626,0],[112.19142408,-8.09486722,0],[112.193208854,-8.095259483,0],[112.193087984,-8.095345859,0]]]}",-8.095180095,112.1922169,,,29
199,895,"{""type"":""Polygon"",""coordinates"":[[[112.189630018,-8.097339621,0],[112.189537643,-8.097342976,0],[112.189536258,-8.097240856,0],[112.189535306,-8.097170649,0],[112.189439426,-8.097074041,0],[112.189386842,-8.097000264,0],[112.18937428,-8.096866375,0],[112.18939323,-8.09667887,0],[112.189442842,-8.096533514,0],[112.189462715,-8.096414089,0],[112.189473387,-8.096250099,0],[112.18954433,-8.096251284,0],[112.189543855,-8.096374708,0],[112.18955584,-8.096466048,0],[112.18950881,-8.096643287,0],[112.189513829,-8.096696417,0],[112.189473015,-8.096856551,0],[112.189497663,-8.096930699,0],[112.18954618,-8.097021553,0],[112.189650857,-8.097132939,0],[112.18965941,-8.097288161,0],[112.189630018,-8.097339621,0]]]}",-8.096844003,112.1895002,,,4
200,896,"{""type"":""Polygon"",""coordinates"":[[[112.19154775,-8.081682525,0],[112.191452597,-8.08179213,0],[112.190810163,-8.081604021,0],[112.190805594,-8.081571214,0],[112.190817709,-8.081512727,0],[112.190851215,-8.081433267,0],[112.190889452,-8.081353831,0],[112.19090414,-8.081253204,0],[112.191586737,-8.081450874,0],[112.191533778,-8.081637963,0],[112.19154775,-8.081682525,0]]]}",-8.081527487,112.1911957,,,44
201,897,"{""type"":""Polygon"",""coordinates"":[[[112.192801511,-8.095982072,0],[112.192767034,-8.096134224,0],[112.19276689,-8.096134195,0],[112.192116225,-8.096004896,0],[112.191113349,-8.095805607,0],[112.191157809,-8.095667817,0],[112.19272754,-8.095967929,0],[112.192800605,-8.095981898,0],[112.192801511,-8.095982072,0]]]}",-8.095899705,112.1919711,,,37
202,899,"{""type"":""Polygon"",""coordinates"":[[[112.192922551,-8.079308727,0],[112.193054658,-8.079620207,0],[112.19301815,-8.079608455,0],[112.191484871,-8.079114922,0],[112.19154689,-8.078886671,0],[112.192877897,-8.079295027,0],[112.192922551,-8.079308727,0]]]}",-8.079238851,112.1922631,,,49
203,900,"{""type"":""Polygon"",""coordinates"":[[[112.160503427,-8.120576597,0],[112.160396852,-8.120825095,0],[112.160055446,-8.120692425,0],[112.160131521,-8.120497472,0],[112.160503427,-8.120576597,0]]]}",-8.120649728,112.1602794,,,11
204,901,"{""type"":""Polygon"",""coordinates"":[[[112.159711253,-8.114954686,0],[112.159314179,-8.115772087,0],[112.158955834,-8.115666334,0],[112.158867108,-8.115553009,0],[112.158975768,-8.115498437,0],[112.15915633,-8.115424517,0],[112.159217113,-8.115384248,0],[112.159313694,-8.115316422,0],[112.159429185,-8.115189942,0],[112.159314356,-8.11503293,0],[112.159403978,-8.114959641,0],[112.159611364,-8.11485484,0],[112.159711253,-8.114954686,0]]]}",-8.115359371,112.1593369,,,10
205,902,"{""type"":""Polygon"",""coordinates"":[[[112.164170736,-8.111055904,0],[112.16389661,-8.111825194,0],[112.162596893,-8.111281344,0],[112.162780987,-8.110489895,0],[112.164170736,-8.111055904,0]]]}",-8.111159713,112.1633645,,,14
206,907,"{""type"":""Polygon"",""coordinates"":[[[112.171956005,-8.112669947,0],[112.171658303,-8.113233397,0],[112.171392478,-8.11311354,0],[112.171583211,-8.112563356,0],[112.171956005,-8.112669947,0]]]}",-8.11288309,112.1716552,,,30
207,909,"{""type"":""Polygon"",""coordinates"":[[[112.160104644,-8.120478457,0],[112.160020949,-8.120688706,0],[112.158019244,-8.120152197,0],[112.158072275,-8.119938217,0],[112.160104644,-8.120478457,0]]]}",-8.120315004,112.1590576,,,13
208,910,"{""type"":""Polygon"",""coordinates"":[[[112.167436504,-8.110650611,0],[112.167406143,-8.110817293,0],[112.167414423,-8.111063216,0],[112.16730564,-8.111367308,0],[112.167055728,-8.111296282,0],[112.167100697,-8.111177787,0],[112.166675521,-8.111039115,0],[112.166740781,-8.110867991,0],[112.166790047,-8.110645425,0],[112.167160495,-8.110762643,0],[112.167240537,-8.110604159,0],[112.167436504,-8.110650611,0]]]}",-8.110953838,112.1671077,,,9
209,911,"{""type"":""Polygon"",""coordinates"":[[[112.159314179,-8.115772087,0],[112.159711253,-8.114954686,0],[112.159813391,-8.115056786,0],[112.159589602,-8.115853363,0],[112.159314179,-8.115772087,0]]]}",-8.115458,112.1595863,,,12
210,914,"{""type"":""Polygon"",""coordinates"":[[[112.160109884,-8.12143969,0],[112.159999346,-8.121659059,0],[112.158893428,-8.121334728,0],[112.158967955,-8.121115682,0],[112.160109884,-8.12143969,0]]]}",-8.121387947,112.159497,,,4
211,915,"{""type"":""Polygon"",""coordinates"":[[[112.163463067,-8.113586796,0],[112.163682572,-8.113097847,0],[112.164438467,-8.113367866,0],[112.164306624,-8.113612405,0],[112.163731681,-8.113413915,0],[112.163623913,-8.113650379,0],[112.163463067,-8.113586796,0]]]}",-8.1133817,112.1639299,,,16
212,916,"{""type"":""Polygon"",""coordinates"":[[[112.163682572,-8.113097847,0],[112.163463067,-8.113586796,0],[112.161888068,-8.112987573,0],[112.161888866,-8.112948034,0],[112.161901871,-8.11290218,0],[112.161905506,-8.112889362,0],[112.161928125,-8.112822298,0],[112.161933661,-8.11279713,0],[112.161942346,-8.112757652,0],[112.161946309,-8.112714547,0],[112.16194617,-8.112666423,0],[112.161946056,-8.112626489,0],[112.161953825,-8.112534406,0],[112.161954699,-8.11253202,0],[112.161981721,-8.112458276,0],[112.163682572,-8.113097847,0]]]}",-8.113029772,112.1627567,,,15
213,917,"{""type"":""Polygon"",""coordinates"":[[[112.159982779,-8.134221783,0],[112.159910773,-8.134490811,0],[112.158423431,-8.134100641,0],[112.158494652,-8.133833184,0],[112.159982779,-8.134221783,0]]]}",-8.1341618,112.1592037,,,6
214,918,"{""type"":""Polygon"",""coordinates"":[[[112.159906048,-8.134511343,0],[112.159856178,-8.134773254,0],[112.158361332,-8.134401242,0],[112.158422357,-8.134124844,0],[112.159906048,-8.134511343,0]]]}",-8.134450854,112.1591289,,,7
215,919,"{""type"":""Polygon"",""coordinates"":[[[112.160190472,-8.133425182,0],[112.16019025,-8.133425944,0],[112.159583913,-8.133259084,0],[112.158727289,-8.133023347,0],[112.158807696,-8.132825558,0],[112.160245807,-8.133234734,0],[112.160190472,-8.133425182,0]]]}",-8.133125481,112.159485,,,9
216,921,"{""type"":""Polygon"",""coordinates"":[[[112.160161736,-8.133569382,0],[112.16016162,-8.133569872,0],[112.159603831,-8.133420196,0],[112.158678396,-8.133171865,0],[112.158727282,-8.133024508,0],[112.159583913,-8.133259084,0],[112.160190472,-8.133425182,0],[112.160195772,-8.133426633,0],[112.160161736,-8.133569382,0]]]}",-8.133296595,112.1594344,,,10
217,922,"{""type"":""Polygon"",""coordinates"":[[[112.164487976,-8.118855633,0],[112.164346508,-8.11938252,0],[112.164191294,-8.119344323,0],[112.164263455,-8.119155742,0],[112.164323625,-8.119010667,0],[112.164393377,-8.118826923,0],[112.164487976,-8.118855633,0]]]}",-8.119123472,112.1643477,,,2
218,923,"{""type"":""Polygon"",""coordinates"":[[[112.160164198,-8.133570041,0],[112.160080452,-8.133893508,0],[112.158596759,-8.133507007,0],[112.158676791,-8.133172299,0],[112.159603831,-8.133420196,0],[112.160161736,-8.133569382,0],[112.160164198,-8.133570041,0]]]}",-8.133534645,112.159376,,,11
219,924,"{""type"":""Polygon"",""coordinates"":[[[112.162940166,-8.123344153,0],[112.162542984,-8.124314594,0],[112.162540957,-8.124313882,0],[112.16238583,-8.124259389,0],[112.163136109,-8.122512927,0],[112.163257775,-8.122568131,0],[112.162940166,-8.123344153,0]]]}",-8.1234455,112.1628173,,,17
220,925,"{""type"":""Polygon"",""coordinates"":[[[112.168616727,-8.123858897,0],[112.168149904,-8.126319059,0],[112.167995709,-8.126287038,0],[112.168463785,-8.123814018,0],[112.168616727,-8.123858897,0]]]}",-8.125068224,112.1683068,,,14
221,926,"{""type"":""Polygon"",""coordinates"":[[[112.16402529,-8.124872092,0],[112.163838579,-8.125770126,0],[112.163661349,-8.125753429,0],[112.163870693,-8.124835445,0],[112.16402529,-8.124872092,0]]]}",-8.125315772,112.1638469,,,4
222,927,"{""type"":""Polygon"",""coordinates"":[[[112.160454661,-8.132085662,0],[112.160211707,-8.133195772,0],[112.158767747,-8.132788578,0],[112.159094143,-8.131723512,0],[112.160454661,-8.132085662,0]]]}",-8.132454733,112.1596328,,,12
223,928,"{""type"":""Polygon"",""coordinates"":[[[112.15984638,-8.13479805,0],[112.159822183,-8.134895113,0],[112.158500013,-8.134565043,0],[112.158527476,-8.134464568,0],[112.15984638,-8.13479805,0]]]}",-8.134679596,112.1591696,,,8
224,929,"{""type"":""Polygon"",""coordinates"":[[[112.164473129,-8.125091885,0],[112.16446641,-8.125220556,0],[112.16402013,-8.125184977,0],[112.164075603,-8.124924288,0],[112.164473129,-8.125091885,0]]]}",-8.125100431,112.1642337,,,4
225,930,"{""type"":""Polygon"",""coordinates"":[[[112.168463172,-8.123813813,0],[112.167992186,-8.126278887,0],[112.167839272,-8.126233173,0],[112.16831841,-8.123746977,0],[112.168463172,-8.123813813,0]]]}",-8.125023466,112.1681521,,,13
226,931,"{""type"":""Polygon"",""coordinates"":[[[112.163122488,-8.122382203,0],[112.162961356,-8.122787883,0],[112.162674981,-8.122689846,0],[112.162670711,-8.122586103,0],[112.162675248,-8.122351526,0],[112.162708227,-8.122142816,0],[112.162691642,-8.122022731,0],[112.162712743,-8.121934264,0],[112.163333018,-8.122096096,0],[112.16330653,-8.122119946,0],[112.163252815,-8.122185056,0],[112.163205088,-8.12224317,0],[112.163146102,-8.12232389,0],[112.163122488,-8.122382203,0]]]}",-8.122330269,112.1629146,,,16
227,932,"{""type"":""Polygon"",""coordinates"":[[[112.160037935,-8.133919134,0],[112.159979478,-8.134166939,0],[112.158481446,-8.133805652,0],[112.158557587,-8.133534213,0],[112.160037935,-8.133919134,0]]]}",-8.133853486,112.1592515,,,15
228,933,"{""type"":""Polygon"",""coordinates"":[[[112.163397722,-8.122630995,0],[112.162723017,-8.124379292,0],[112.162538531,-8.124319774,0],[112.162540957,-8.124313882,0],[112.162940166,-8.123344153,0],[112.163258839,-8.122570054,0],[112.163397722,-8.122630995,0]]]}",-8.123510329,112.1629653,,,18
229,934,"{""type"":""Polygon"",""coordinates"":[[[112.181329735,-8.083150049,0],[112.181254702,-8.083446245,0],[112.180800979,-8.083312591,0],[112.180966159,-8.082814335,0],[112.181157833,-8.083096586,0],[112.181329735,-8.083150049,0]]]}",-8.083189116,112.1810595,,,30
230,935,"{""type"":""Polygon"",""coordinates"":[[[112.180533316,-8.083857468,0],[112.181065523,-8.084101776,0],[112.180957537,-8.084271993,0],[112.180875608,-8.084108695,0],[112.180815679,-8.084082171,0],[112.180682284,-8.084169199,0],[112.180608072,-8.084252023,0],[112.180553136,-8.084314822,0],[112.18050229,-8.08442821,0],[112.180466488,-8.084507948,0],[112.180411302,-8.084556535,0],[112.180381621,-8.08451544,0],[112.180300817,-8.084480811,0],[112.180171661,-8.084437928,0],[112.18012415,-8.084439059,0],[112.180081599,-8.084391956,0],[112.180533316,-8.083857468,0]]]}",-8.084190067,112.1805157,,,29
231,936,"{""type"":""Polygon"",""coordinates"":[[[112.194685888,-8.070556835,0],[112.194614488,-8.070584066,0],[112.194536261,-8.070665815,0],[112.194477956,-8.070608225,0],[112.194405494,-8.070582546,0],[112.194224494,-8.070620239,0],[112.194152744,-8.070675828,0],[112.194065738,-8.070684603,0],[112.193978087,-8.070721517,0],[112.193880582,-8.070739486,0],[112.193845669,-8.070764405,0],[112.193821142,-8.070816676,0],[112.193792003,-8.070843947,0],[112.193756056,-8.070854833,0],[112.193699282,-8.070850291,0],[112.193638419,-8.070868594,0],[112.193588764,-8.070886145,0],[112.193505024,-8.070903437,0],[112.193425077,-8.070892234,0],[112.193697092,-8.070212286,0],[112.194745283,-8.070522044,0],[112.194685888,-8.070556835,0]]]}",-8.070549395,112.1939497,,,16
232,937,"{""type"":""Polygon"",""coordinates"":[[[112.191796965,-8.075004915,0],[112.191698276,-8.075042488,0],[112.191091301,-8.074875077,0],[112.191072854,-8.074832191,0],[112.191293041,-8.074264479,0],[112.191529439,-8.074337622,0],[112.192027877,-8.074524844,0],[112.19216177,-8.074587731,0],[112.192265325,-8.074656044,0],[112.192188482,-8.074790329,0],[112.192141434,-8.074857964,0],[112.192063588,-8.074930355,0],[112.191985893,-8.074981119,0],[112.191893449,-8.075001817,0],[112.191796965,-8.075004915,0]]]}",-8.074690432,112.1916299,,,15
233,938,"{""type"":""Polygon"",""coordinates"":[[[112.167173237,-8.117056605,0],[112.167079755,-8.117262521,0],[112.166013839,-8.116890834,0],[112.166084597,-8.11673834,0],[112.167173237,-8.117056605,0]]]}",-8.116995587,112.1666144,,,21
234,939,"{""type"":""Polygon"",""coordinates"":[[[112.189770371,-8.064725551,0],[112.189999053,-8.064827582,0],[112.190016364,-8.064788524,0],[112.190077697,-8.064773653,0],[112.190116427,-8.064822575,0],[112.190116589,-8.064897889,0],[112.190094832,-8.065002959,0],[112.189996582,-8.065201266,0],[112.189904415,-8.065391193,0],[112.189834365,-8.065612656,0],[112.189628774,-8.065750459,0],[112.189399744,-8.065997646,0],[112.189237744,-8.06620268,0],[112.188925662,-8.065928219,0],[112.189102746,-8.0658603,0],[112.189154664,-8.065752311,0],[112.189163693,-8.065687374,0],[112.189168101,-8.065655676,0],[112.189179327,-8.065640417,0],[112.189217788,-8.065588143,0],[112.189227248,-8.065515565,0],[112.189200946,-8.065437271,0],[112.189212978,-8.065360337,0],[112.189137677,-8.065270485,0],[112.189077702,-8.065204707,0],[112.189087358,-8.065180528,0],[112.189099226,-8.065150809,0],[112.189177412,-8.065147225,0],[112.189292091,-8.065175961,0],[112.189307336,-8.065179781,0],[112.189403526,-8.065220378,0],[112.189457895,-8.065266248,0],[112.189543893,-8.065281512,0],[112.189605801,-8.065261701,0],[112.189653138,-8.065238423,0],[112.189660329,-8.065233032,0],[112.189720811,-8.065187688,0],[112.189806925,-8.065102083,0],[112.189821007,-8.065088085,0],[112.18984804,-8.06499559,0],[112.189847235,-8.064887552,0],[112.189762937,-8.064799711,0],[112.189770371,-8.064725551,0]]]}",-8.065484459,112.1895315,,,14
235,940,"{""type"":""Polygon"",""coordinates"":[[[112.168926356,-8.123207769,0],[112.168821096,-8.123566149,0],[112.16882959,-8.123614264,0],[112.168809733,-8.123658097,0],[112.168739473,-8.12358469,0],[112.168613769,-8.123562125,0],[112.168489114,-8.123606266,0],[112.168714821,-8.122375926,0],[112.169091201,-8.122483098,0],[112.168989783,-8.122871484,0],[112.168926356,-8.123207769,0]]]}",-8.12299317,112.1687822,,,22
236,941,"{""type"":""Polygon"",""coordinates"":[[[112.168951194,-8.112267186,0],[112.168916259,-8.112832281,0],[112.168810754,-8.112817579,0],[112.168614859,-8.112788564,0],[112.168370904,-8.112746328,0],[112.168503876,-8.112216235,0],[112.168951194,-8.112267186,0]]]}",-8.112526109,112.1686856,,,18
