id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id
1592D,C,DAK Gd Sekolah,,2007,37800000,83,Pemda,"Jl. KH. Agus Salim 16, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1023,1051
2423E,C,SDN Ngadirejo 2 (mushola) ( DIKDAS ),,2018,53850000,47.5,Pemda,"Jl. KH. Agus Salim 16, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1023,1061
1533F,C,Rehabilitasi Pagar SDN Ngadirejo 2,,1990,23411000,0,Pemda,"Jl. KH. Agus Salim 16, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1023,1004
2714G,C,KANTIN SDN NGADIREJO 2 (DIKDAS),,2019,29084743.05,51.41,Pemda,"Jl. KH. Agus Salim 16, Ngadirejo, Kec. Kepanjenkidul, Kota Blitar",12,2,B,TTK,BTN,1023,1061
1234A,C,Gedung Sekolahan,,1990,264500000,532,Pemda,"Jl. Joko Kandung 88, Blitar, Kec. Sukorejo Kota Blitar",1,3,B,TTK,BTN,1024,1004
1234C,C,GEDUNG SEKOLAH RKB SDN BLITAR,,1990,412675000,12,Pemda,"Jl. Joko Kandung 88, Blitar, Kec. Sukorejo Kota Blitar",1,3,B,TTK,BTN,1024,1004
1596D,C,Kontruksi Gedung MCK,,2007,10800000,10.35,Pemda,"Jl. Joko Kandung 88, Blitar, Kec. Sukorejo Kota Blitar",1,3,B,TTK,BTN,1024,1051
2390E,C,"Termin (1,2,3) Pembangunan Jamban 1 Paket SDN Blitar (DAK)",,2018,97953408,30.24,Pemda,"Jl. Joko Kandung 88, Blitar, Kec. Sukorejo Kota Blitar",1,3,B,TTK,BTN,1024,1002
1234B,C,Gedung Sekolahan,,1990,264000000,597.99,Pemda,"Jl. Joko Kandung 88, Blitar, Kec. Sukorejo Kota Blitar",1,3,B,BTK,BTN,1024,1004
1780A,C,SLBN SUKOREJO,,2013,36000000,292.5,Pemda,"Jl. Tanjung No.94, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1025,1061
1755C,C,TEMPAT IBADAH SDLB NEGERI SUKOREJO,,2012,44019000,27.72,Pemda,"Jl. Tanjung No.94, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1025,1014
1779D,C,PAGAR SDLB NEGERI SUKOREJO,,2013,27449000,63,Pemda,"Jl. Tanjung No.94, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BTN,1025,1006
1780E,C,tahap I pembangunan jamban SDLB Sukorejo DAK 2015,,2013,17095098,48,Pemda,"Jl. Tanjung No.94, Sukorejo, Kec. Sukorejo, Kota Blitar",4,3,B,TTK,BBTN,1025,1061
1227A,C,GEDUNG SEKOLAH RKB SDN PAKUNDEN 1,,1990,690000000,382.2,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BBTN,1026,1004
1605C,C,Pembangunan UKS,,2007,7200000,207.9,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BTN,1026,1051
1605D,C,Kontruksi Gedung MCK,,2007,8100000,26.24,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BTN,1026,1051
1628E,C,PAGAR SDN PAKUNDEN 1,,2010,47256000,52,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BTN,1026,1001
2709F,C,MUSHOLA SDN PAKUNDEN 1 (DIKDAS),,2019,75442283.48,80.36,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BBTN,1026,1061
2710G,C,KANOPI TEMPAT WUDHU SDN PAKUNDEN 1 (DIKDAS),,2019,53621097.78,63.5,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BTN,1026,1061
1243B,C,GEDUNG KANTOR SDN PAKUNDEN 1,,1990,30000000,289.8,Pemda,"Jl. Bogowonto No.48A, Pakunden, Kec. Sukorejo, Kota Blitar",3,3,B,TTK,BTN,1026,1022
1300A,C,SDN Klampok,,1990,19200000,529,Pemda,"Jl. Ternate No.137, Klampok, Kec. Sananwetan, Kota Blitar",18,1,B,TTK,BTN,1027,1001
1580B,C,SDN KLAMPOK 1,,2007,29265306,408.27,Pemda,"Jl. Ternate No.137, Klampok, Kec. Sananwetan, Kota Blitar",18,1,B,TTK,BTN,1027,1051
2393C,C,"Termin (1,2,3) Pembangunan Jamban 1 Paket SDN Klampok (DAK)",,2018,97953408,26.52,Pemda,"Jl. Ternate No.137, Klampok, Kec. Sananwetan, Kota Blitar",18,1,B,TTK,BTN,1027,1002
1580D,C,Kontruksi Gedung MCK,,2007,6000000,31.96,Pemda,"Jl. Ternate No.137, Klampok, Kec. Sananwetan, Kota Blitar",18,1,B,TTK,BTN,1027,1051
1580E,C,DAK Gd Sekolah,,2007,144000000,305.76,Pemda,"Jl. Ternate No.137, Klampok, Kec. Sananwetan, Kota Blitar",18,1,B,TTK,BTN,1027,1051
1507A,C,Gedung SDN Rembang 2,,1990,36995510,571.96,Pemda,"Jl. Akasia No.17, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1028,1001
1577B,C,SDN REMBANG 2,,2007,29265306,39.57,Pemda,"Jl. Akasia No.17, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1028,1051
1577C,C,Pembangunan UKS,,2007,7200000,87.36,Pemda,"Jl. Akasia No.17, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1028,1051
1577D,C,tahap I pembangunan jamban SDN Rembang 2 DAK 2015,,2007,34190195,156,Pemda,"Jl. Akasia No.17, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1028,1051
1303A,C,Gedung Sekolah,,1990,38400000,225.61,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1029,1001
1576B,C,SDN REMBANG 1,,2007,29265306,104.3,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1029,1051
1303C,C,Gedung RKB SDN Rembang 1,,1990,26904500,220,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1029,1001
1576D,C,DAK Gd Sekolah,,2007,7200000,196,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1029,1051
1657E,C,Pagar SDN Rembang 1,,2011,12550000,27.5,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BTN,1029,1001
2728F,C,PAVING SDN REMBANG 1 (DIKDAS),,2019,35412513.25,198,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BBTN,1029,1061
1576G,C,Kontruksi Gedung MCK,,2007,6000000,2.25,Pemda,"Jl. Palem No. 55, Rembang, Kec. Sananwetan, Kota Blitar",20,1,B,TTK,BBTN,1029,1051
1579A,C,SDN PLOSOKEREP 2,,2007,29265306,262.86,Bukan Pemda,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BBTN,1030,1051
1579B,C,Rehab ruang kls SDN Plosokerep 2 Kota Blitar,,2007,83400000,184,-,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BTN,1030,1051
1579C,C,Rehab ruang kls SDN Plosokerep 2 (termin II),,2007,62550000,177.84,-,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BTN,1030,1051
1579D,D,Rehab ruang kls SDN Plosokerep 2 (termin II),,2007,0,0,Pemda,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BTN,1030,1051
2420E,C,Termin 1 (100%) pembangunan kantin SDN Plosokerep 2 ( DIKDAS ),,2018,79683500,42.64,-,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BTN,1030,1061
1579F,C,Kontruksi Gedung MCK,,2007,6000000,10.8,-,"Jl. Kenari No.58, Plosokerep, Kec. Sananwetan, Kota Blitar",19,1,B,TTK,BTN,1030,1051
1578A,C,SDN PLOSOKEREP 1,,2007,29265306,167.48,Pemda,"Jl. Kenari No.9, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,1031,1051
1578B,C,RKB/Rehab (SDN Plosokerep 1),,2007,72990000,162.72,Pemda,"Jl. Kenari No.9, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,1031,1051
1578C,C,Termin I+II Rehab Ruang kelas SDN Plosokerep 01,,2007,72990000,181.44,Pemda,"Jl. Kenari No.9, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,1031,1051
2703D,C,TEMPAT SEPEDA SDN PLOSOKEREP 1 (DIKDAS),,2019,38306005,25.9,Pemda,"Jl. Kenari No.9, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BTN,1031,1061
1298A,C,Gedung RKB SDN Karangtengah 2,,1990,268080000,253.14,Pemda,"Jl. Selayar No.9 Karangtengah, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BBTN,1032,1004
1298B,C,Gedung Sekolah,,1990,443514000,56.16,Pemda,"Jl. Selayar No.9 Karangtengah, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1032,1004
1298C,C,Gedung Sekolah,,1990,351000000,236.4,Pemda,"Jl. Selayar No.9 Karangtengah, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1032,1004
1665D,C,Pembangunan Paving SDN Karangtengah 2,,2011,14624500,189,Pemda,"Jl. Selayar No.9 Karangtengah, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1032,1001
1528A,C,GEDUNG SEKOLAH RKB SDN KEPANJENLOR 3,,1990,85960000,355.88,Pemda,"Jl.  Masjid Utara No. 22, Kauman, Kec. KepanjenKidul, Kota Blitar",9,2,B,BTK,BTN,1033,1004
1529B,C,GEDUNG KANTOR / GURU SDN KEPANJENLOR 3,,1990,14000000,187.45,Pemda,"Jl.  Masjid Utara No. 22, Kauman, Kec. KepanjenKidul, Kota Blitar",9,2,B,-,BTN,1033,1086
1559C,C,Kontruksi Gedung MCK,,2007,6000000,48.51,Pemda,"Jl.  Masjid Utara No. 22, Kauman, Kec. KepanjenKidul, Kota Blitar",9,2,B,-,BTN,1033,1051
2686D,C,MUSHOLA KEPANJENLOR 3 (DIKDAS),,2019,64230831.23,74.48,Pemda,"Jl.  Masjid Utara No. 22, Kauman, Kec. KepanjenKidul, Kota Blitar",9,2,B,-,BTN,1033,1061
2424E,C,Termin 1 (100%) Rehab SDN Kepanjenlor 3 (MCK) perencanaan dan pengawasan ( DIKDAS ),,2018,64000000,8.4,Pemda,"Jl.  Masjid Utara No. 22, Kauman, Kec. KepanjenKidul, Kota Blitar",9,2,B,-,BTN,1033,1061
1937A,C,TAMAN SDN KEPANJENLOR 1,,2015,11200000,15.2,Pemda,"Jl. Masjid No.2, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BTN,1034,1001
1936B,C,PARKIR SDN KEPANJENLOR 1,,2015,2350000,115.04,Pemda,"Jl. Masjid No.2, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,TTK,BBTN,1034,8627
1526C,C,"GEDUNG SEKOLAH RKB	 SDN KEPANJENLOR 1",,1990,269400000,679.89,Pemda,"Jl. Masjid No.2, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,BTK,BBTN,1034,1004
1583D,C,Kontruksi Gedung MCK,,2007,6000000,171.33,Pemda,"Jl. Masjid No.2, Kepanjenlor, Kec. Kepanjenkidul, Kota Blitar",11,2,B,BTK,BTN,1034,1051
1295A,C,Gedung RKB SDN Sananwetan 1,,1990,33600000,281.78,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,1035,1004
1295B,C,R. Kelas V,,1990,33600000,262.08,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,-,BTN,1035,1004
1295C,C,R. Kelas VI,,1990,33600000,585.08,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,1035,1004
1570D,C,Kontruksi Gedung MCK,,2007,6000000,9.15,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,1035,1051
1664E,C,Pagar SDN Sananwetan 1,,2011,1341950,0,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,1035,1001
2392F,C,"Termin (1,2,3) Pembangunan Jamban 1 Paket SDN Sananwetan 1 (DAK)",,2018,97953408,28.8,Pemda,"Jl. Kep. Seribu No.06, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,1035,1002
1534A,C,"GEDUNG SEKOLAH RKB	 SDN SENTUL 2",,1990,174160000,393.12,Pemda,"Jl. Ir. Soekarno No.23, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1036,1004
1534B,C,Pengawasan Keramik SD Sentul 2,,1990,700000,608.72,Pemda,"Jl. Ir. Soekarno No.23, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1036,1004
1534C,C,Gedung Sekolah,,1990,174160000,297.47,Pemda,"Jl. Ir. Soekarno No.23, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,BTK,BTN,1036,1004
1594D,C,Kontruksi Gedung MCK,,2007,10800000,31.5,Pemda,"Jl. Ir. Soekarno No.23, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1036,1051
1595A,C,SDN SENTUL 4,,2007,29265306,245.3,Pemda,"Jl. RM Suryo No.2 Blitar, Kelurahan Sentul, Kota Blitar Jawa Timur 66113",13,2,B,TTK,BTN,1037,1051
1595B,C,SDN SENTUL 4,,2007,0,0,Pemda,"Jl. RM Suryo No.2 Blitar, Kelurahan Sentul, Kota Blitar Jawa Timur 66114",13,2,B,TTK,BTN,1037,1051
1595C,C,Kontruksi Gedung MCK,,2007,10800000,145.13,Pemda,"Jl. RM Suryo No.2 Blitar, Kelurahan Sentul, Kota Blitar Jawa Timur 66113",13,2,B,TTK,BTN,1037,1051
1595D,C,DAK Gd Sekolah,,2007,9360000,284.24,Pemda,"Jl. RM Suryo No.2 Blitar, Kelurahan Sentul, Kota Blitar Jawa Timur 66113",13,2,B,TTK,BTN,1037,1051
1999E,C,PAGAR DAN HALAMAN SDN SENTUL 4,,2015,43641000,31.5,Pemda,"Jl. RM Suryo No.2 Blitar, Kelurahan Sentul, Kota Blitar Jawa Timur 66113",13,2,B,TTK,BTN,1037,1001
1530A,C,GEDUNG SEKOLAH RKB SDN SENTUL 3,,1990,129400000,189.63,Pemda,"Jl. Ir. Soekarno No.239, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1038,1004
1535B,C,"GEDUNG PENJAGA SEKOLAH	SDN SENTUL 3",,1990,11760000,115.5,Pemda,"Jl. Ir. Soekarno No.239, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1038,1010
1560C,C,"Termin II rehabilitasi SDN Sentul 3
(DAK SD 2013)",,2007,40492000,96,Pemda,"Jl. Ir. Soekarno No.239, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1038,1051
1530D,C,Gedung Sekolah,,1990,47040000,189,Pemda,"Jl. Ir. Soekarno No.239, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1038,1004
1530E,C,"Perencanaan, pengawasan, Rehab MCK dan Tempat Wudhu SDN Sentul 3",,1990,21501750,25.2,Pemda,"Jl. Ir. Soekarno No.239, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1038,1004
1521A,C,"GEDUNG SEKOLAH RKB	 SDN KAUMAN 3",,1990,17920000,162.84,Bukan Pemda,"Jl. Barito Selatan No.32, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BBTN,1039,1004
1521B,C,Gedung Sekolah,,1990,178400000,142.5,-,"Jl. Barito Selatan No.32, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,1039,1004
1521C,C,Gedung Sekolah,,1990,184000000,82.8,-,"Jl. Barito Selatan No.32, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,1039,1004
1586D,C,Kontruksi Gedung MCK,,2007,6000000,21.56,-,"Jl. Barito Selatan No.32, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",9,2,B,TTK,BTN,1039,1051
2070D,C,GEDUNG AULA SPILUT SDN KARANGTENGAH 1,,2016,68640000,183.7,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1009
1497C,C,Gedung Sekolah,,1990,240000000,281.05,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1004
1573K,C,RKB/Rehab (SDN Karangtengah 1),,2007,90962000,64.68,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1051
1660F,C,Taman dan Parkir SDN Karangtengah 1,,2011,5840000,438.03,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1001
1573G,C,uang muka rehabilitasi SDN Karangtengah 1 (DAK 2013),,2007,54000000,143.42,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1051
1497A,C,Gedung Sekolah RKB SDN Karangtengah 1,,1990,288600000,301.6,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1004
1573I,C,Pembangunan UKS,,2007,7200000,34.02,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1051
1497B,C,Gedung Sekolah,,1990,214500000,260.3,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1004
1573H,C,Kontruksi Gedung MCK,,2007,10800000,38.8,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1051
1573J,C,SDN KARANGTENGAH 1,,2007,29265306,66.3,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1051
1661E,C,Pagar SDN Karangtengah 1,,2011,2920000,43.6,Pemda,"Jl. Bali No.36, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,1040,1001
1575A,C,SDN KARANGTENGAH 4,,2007,29265306,222.4,Bukan Pemda,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1051
1575B,C,DAK Gd Sekolah,,2007,50400000,312.4,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1051
1575C,C,"rehabilitasi jamban SDN Karangtengah 4
(DAK SD 2016)",,2007,23500000,7.4,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1051
2438D,C,"Termin (1,2,3) Rehab Ruang Kelas SDN Karangtengah 4 (DAK)",,2018,66041741,65.1,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1061
2691E,C,PAGAR DEPAN SDN KARANGTENGAH 4 (DIKDAS),,2019,68093025.2,42,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1061
1575F,C,RKB/Rehab (SDN Karangtengah 4),,2007,91000000,61.5,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BBTN,1041,1051
1575G,C,Kontruksi Gedung MCK,,2007,6000000,9.69,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1051
1992H,C,PAVING SDN KARANGTENGAH 4,,2015,54852000,797,-,"Jl. Maluku No.14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1041,1001
1290A,C,Gudang SDN Sananwetan 3,,1990,72000000,405,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1033
1572B,C,SDN SANANWETAN 3,,2007,29265306,337.5,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,BTK,BTN,1042,1051
1289C,C,Gedung Kantor/Guru SDN Sananwetan 3,,1990,36000000,371.8,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1003
1733D,C,Pagar SDN Sananwetan 3,,2012,57400000,0,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1001
1291E,C,Musholla SDN Sananwetan 3,,1990,36000000,25,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BBTN,1042,1014
1572F,C,Kontruksi Gedung MCK,,2007,6000000,10.73,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1051
1572G,C,Pembangunan UKS,,2007,7200000,12,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1051
2439H,C,Termin 1 (00%) pembangunan jamban 1 paket SDN Sananwetan 3 (DAK),,2018,97953408,3.96,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1061
1494I,C,Gedung Penjaga Sekolah SDN Sananwetan 3,,1990,16000000,48,Pemda,"Jl. Kalimantan No.2, Sananwetan, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1042,1087
1506A,C,Gedung RKB SDN Sananwetan 2,,1990,348000000,199.16,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1004
1506B,C,Kelas,,1990,529200000,289.52,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1004
1506C,C,Ruang Kelas,,1990,302400000,380.48,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,BTK,BTN,1043,1004
1506D,C,Ruang kelas,,1990,432000000,547.36,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1004
1571E,C,Kontruksi Gedung MCK,,2007,6000000,97.92,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1051
1571F,C,Kontruksi Gedung MCK,,2007,6000000,25.28,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1051
1571G,C,SDN SANANWETAN 2,,2007,29265306,212.79,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1051
2462H,C,Bangunan jamban SDN Sananwetan 2 DAK),,2018,97953408,27.45,Pemda,"Jl. Imam Bonjol No. 2, Kec. Sananwetan, Kota Blitar",21,1,B,TTK,BTN,1043,1002
1558A,C,SDN KARANGTENGAH 3,,2007,29265306,66,Bukan Pemda,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BBTN,1044,1051
1558B,C,"pembangunan jamban SDN Karangtengah 3
(DAK SD 2016)",,2007,47000000,33.5,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1051
1558C,C,DAK Gd Sekolah,,2007,50400000,272.7,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1051
1558D,C,Kontruksi Gedung MCK,,2007,10800000,51,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1051
1558E,C,DAK Gd Sekolah,,2007,7200000,214.5,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1051
1558F,C,DAK Gd Sekolah,,2007,7200000,236.16,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1051
2697G,C,RUMAH PENJAGA SDN KARANGTENGAH 3 (DIKDAS),,2019,55482008.59,22.5,-,"Jl. Sumatra No. 14, Karangtengah, Kec. Sananwetan, Kota Blitar",17,1,B,TTK,BTN,1044,1061
1538A,C,GEDUNG SEKOLAH RKB SDN SENTUL 1,,1990,5040000,235,Pemda,"Jl. Trowulan No.2, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1045,1004
1538B,C,Gedung Sekolah,,1990,296320000,253,Pemda,"Jl. Trowulan No.2, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1045,1004
1538C,C,Bangunan 3 Gedung Kelas,,1990,26880000,506.05,Pemda,"Jl. Trowulan No.2, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1045,1004
1539D,C,GEDUNG KANTOR / GURU SDN SENTUL 1,,1990,42000000,50.31,Pemda,"Jl. Trowulan No.2, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,1045,1004
